,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,employment_variation_rate,has_subscribed,housing_yes,loan_yes,has_subscribed_yes
19199,35,admin.,married,university.degree,no,no,cellular,aug,wed,181,5,nonexistent,1.4,no,0.0,0.0,0.0
19200,59,blue-collar,married,basic.4y,no,no,cellular,aug,wed,413,4,nonexistent,1.4,no,0.0,0.0,0.0
19201,48,technician,married,high.school,no,no,cellular,aug,wed,58,3,nonexistent,1.4,no,0.0,0.0,0.0
19202,33,management,married,university.degree,yes,no,cellular,aug,wed,399,2,nonexistent,1.4,no,1.0,0.0,0.0
19203,45,blue-collar,married,basic.6y,no,yes,cellular,aug,wed,48,8,nonexistent,1.4,no,0.0,1.0,0.0
19204,42,technician,single,university.degree,yes,yes,cellular,aug,wed,275,8,nonexistent,1.4,no,1.0,1.0,0.0
19205,31,technician,single,professional.course,yes,no,cellular,aug,wed,449,3,nonexistent,1.4,no,1.0,0.0,0.0
19206,35,technician,single,professional.course,yes,no,cellular,aug,wed,536,3,nonexistent,1.4,no,1.0,0.0,0.0
19207,32,technician,single,university.degree,yes,no,cellular,aug,wed,158,5,nonexistent,1.4,no,1.0,0.0,0.0
19208,33,management,married,university.degree,no,no,cellular,aug,wed,113,4,nonexistent,1.4,no,0.0,0.0,0.0
19209,45,admin.,single,university.degree,no,no,cellular,aug,wed,127,2,nonexistent,1.4,no,0.0,0.0,0.0
19210,58,blue-collar,married,basic.9y,no,no,cellular,aug,wed,740,4,nonexistent,1.4,no,0.0,0.0,0.0
19211,33,technician,married,university.degree,no,no,cellular,aug,thu,75,2,nonexistent,1.4,no,0.0,0.0,0.0
19212,50,technician,single,university.degree,yes,no,cellular,aug,thu,178,5,nonexistent,1.4,no,1.0,0.0,0.0
19213,32,technician,single,university.degree,no,yes,cellular,aug,thu,65,8,nonexistent,1.4,no,0.0,1.0,0.0
19214,33,technician,married,high.school,no,no,cellular,aug,thu,152,4,nonexistent,1.4,no,0.0,0.0,0.0
19215,44,services,married,high.school,no,no,cellular,aug,thu,464,3,nonexistent,1.4,no,0.0,0.0,0.0
19216,49,admin.,married,high.school,no,no,cellular,aug,thu,96,2,nonexistent,1.4,no,0.0,0.0,0.0
19217,33,technician,single,professional.course,no,no,cellular,aug,thu,64,1,nonexistent,1.4,no,0.0,0.0,0.0
19218,53,services,married,high.school,yes,no,cellular,aug,thu,76,1,nonexistent,1.4,no,1.0,0.0,0.0
19219,32,management,married,university.degree,yes,no,cellular,aug,thu,106,1,nonexistent,1.4,no,1.0,0.0,0.0
19220,48,entrepreneur,married,basic.4y,no,no,cellular,aug,thu,81,1,nonexistent,1.4,no,0.0,0.0,0.0
19221,32,technician,single,professional.course,no,no,cellular,aug,thu,169,1,nonexistent,1.4,no,0.0,0.0,0.0
19222,33,technician,single,professional.course,no,no,cellular,aug,thu,103,1,nonexistent,1.4,no,0.0,0.0,0.0
19223,52,blue-collar,married,basic.4y,no,no,cellular,aug,thu,82,1,nonexistent,1.4,no,0.0,0.0,0.0
19224,45,blue-collar,married,basic.6y,yes,no,cellular,aug,thu,152,1,nonexistent,1.4,no,1.0,0.0,0.0
19225,34,technician,single,university.degree,yes,no,cellular,aug,thu,90,1,nonexistent,1.4,no,1.0,0.0,0.0
19226,34,technician,single,university.degree,yes,no,cellular,aug,thu,115,1,nonexistent,1.4,no,1.0,0.0,0.0
19227,30,admin.,married,university.degree,yes,yes,cellular,aug,thu,67,1,nonexistent,1.4,no,1.0,1.0,0.0
19228,33,admin.,single,university.degree,yes,no,cellular,aug,thu,175,1,nonexistent,1.4,no,1.0,0.0,0.0
19229,39,technician,married,professional.course,yes,no,cellular,aug,thu,110,3,nonexistent,1.4,no,1.0,0.0,0.0
19230,30,admin.,married,university.degree,yes,no,cellular,aug,thu,123,1,nonexistent,1.4,no,1.0,0.0,0.0
19231,33,technician,single,professional.course,yes,no,cellular,aug,thu,719,1,nonexistent,1.4,no,1.0,0.0,0.0
19232,31,technician,married,professional.course,yes,no,cellular,aug,thu,125,1,nonexistent,1.4,no,1.0,0.0,0.0
19233,57,technician,married,university.degree,no,no,cellular,aug,thu,259,2,nonexistent,1.4,no,0.0,0.0,0.0
19234,42,admin.,married,professional.course,yes,no,cellular,aug,thu,81,1,nonexistent,1.4,no,1.0,0.0,0.0
19235,31,technician,married,professional.course,yes,no,cellular,aug,thu,373,1,nonexistent,1.4,no,1.0,0.0,0.0
19236,42,admin.,married,professional.course,no,yes,cellular,aug,thu,36,1,nonexistent,1.4,no,0.0,1.0,0.0
19237,42,admin.,married,professional.course,yes,yes,cellular,aug,thu,157,1,nonexistent,1.4,no,1.0,1.0,0.0
19238,42,admin.,married,professional.course,yes,no,cellular,aug,thu,133,1,nonexistent,1.4,no,1.0,0.0,0.0
19239,31,technician,married,professional.course,yes,no,cellular,aug,thu,707,1,nonexistent,1.4,yes,1.0,0.0,1.0
19240,31,admin.,single,high.school,yes,no,cellular,aug,thu,144,2,nonexistent,1.4,no,1.0,0.0,0.0
19241,31,technician,single,professional.course,yes,no,cellular,aug,thu,360,3,nonexistent,1.4,no,1.0,0.0,0.0
19242,35,technician,single,professional.course,yes,yes,cellular,aug,thu,55,1,nonexistent,1.4,no,1.0,1.0,0.0
19243,23,entrepreneur,married,university.degree,yes,no,cellular,aug,thu,87,1,nonexistent,1.4,no,1.0,0.0,0.0
19244,41,admin.,married,university.degree,yes,no,cellular,aug,thu,266,1,nonexistent,1.4,no,1.0,0.0,0.0
19245,45,services,married,high.school,yes,no,cellular,aug,thu,149,1,nonexistent,1.4,no,1.0,0.0,0.0
19246,31,admin.,married,university.degree,no,no,cellular,aug,thu,366,1,nonexistent,1.4,no,0.0,0.0,0.0
19247,31,technician,married,professional.course,no,no,cellular,aug,thu,87,1,nonexistent,1.4,no,0.0,0.0,0.0
19248,35,admin.,married,university.degree,no,yes,cellular,aug,thu,96,1,nonexistent,1.4,no,0.0,1.0,0.0
19249,32,admin.,single,university.degree,yes,no,cellular,aug,thu,85,1,nonexistent,1.4,no,1.0,0.0,0.0
19250,54,services,married,high.school,yes,no,cellular,aug,thu,250,1,nonexistent,1.4,no,1.0,0.0,0.0
19251,32,admin.,single,university.degree,no,no,cellular,aug,thu,109,1,nonexistent,1.4,no,0.0,0.0,0.0
19252,32,admin.,single,university.degree,yes,no,cellular,aug,thu,206,1,nonexistent,1.4,no,1.0,0.0,0.0
19253,31,technician,married,professional.course,no,no,cellular,aug,thu,184,1,nonexistent,1.4,no,0.0,0.0,0.0
19254,45,admin.,married,high.school,yes,no,cellular,aug,thu,41,1,nonexistent,1.4,no,1.0,0.0,0.0
19255,54,technician,married,university.degree,yes,no,cellular,aug,thu,252,2,nonexistent,1.4,no,1.0,0.0,0.0
19256,32,technician,married,professional.course,yes,no,cellular,aug,thu,154,1,nonexistent,1.4,no,1.0,0.0,0.0
19257,31,admin.,single,university.degree,no,yes,cellular,aug,thu,103,1,nonexistent,1.4,no,0.0,1.0,0.0
19258,34,admin.,married,university.degree,yes,no,cellular,aug,thu,137,1,nonexistent,1.4,no,1.0,0.0,0.0
19259,35,technician,single,professional.course,yes,no,cellular,aug,thu,238,2,nonexistent,1.4,no,1.0,0.0,0.0
19260,34,admin.,married,university.degree,no,no,cellular,aug,thu,55,1,nonexistent,1.4,no,0.0,0.0,0.0
19261,36,technician,married,professional.course,yes,no,cellular,aug,thu,125,1,nonexistent,1.4,no,1.0,0.0,0.0
19262,34,admin.,single,university.degree,yes,no,cellular,aug,thu,98,1,nonexistent,1.4,no,1.0,0.0,0.0
19263,47,housemaid,married,high.school,yes,no,cellular,aug,thu,107,1,nonexistent,1.4,no,1.0,0.0,0.0
19264,42,admin.,married,university.degree,yes,no,cellular,aug,thu,71,1,nonexistent,1.4,no,1.0,0.0,0.0
19265,49,technician,married,professional.course,yes,no,cellular,aug,thu,151,3,nonexistent,1.4,no,1.0,0.0,0.0
19266,54,blue-collar,married,basic.4y,no,yes,cellular,aug,thu,169,3,nonexistent,1.4,no,0.0,1.0,0.0
19267,45,self-employed,married,basic.9y,yes,no,cellular,aug,thu,167,1,nonexistent,1.4,no,1.0,0.0,0.0
19268,50,technician,married,high.school,yes,no,cellular,aug,thu,50,3,nonexistent,1.4,no,1.0,0.0,0.0
19269,31,admin.,single,university.degree,no,no,cellular,aug,thu,47,1,nonexistent,1.4,no,0.0,0.0,0.0
19270,41,housemaid,married,basic.4y,yes,no,cellular,aug,thu,92,1,nonexistent,1.4,no,1.0,0.0,0.0
19271,41,housemaid,married,basic.4y,yes,no,cellular,aug,thu,228,1,nonexistent,1.4,no,1.0,0.0,0.0
19272,41,housemaid,married,basic.4y,yes,no,telephone,aug,thu,293,1,nonexistent,1.4,no,1.0,0.0,0.0
19273,38,technician,married,professional.course,yes,no,cellular,aug,thu,98,1,nonexistent,1.4,no,1.0,0.0,0.0
19274,49,blue-collar,married,basic.4y,yes,no,cellular,aug,thu,205,1,nonexistent,1.4,no,1.0,0.0,0.0
19275,41,housemaid,married,basic.4y,no,no,cellular,aug,thu,107,1,nonexistent,1.4,no,0.0,0.0,0.0
19276,34,admin.,single,university.degree,no,no,cellular,aug,thu,260,6,nonexistent,1.4,no,0.0,0.0,0.0
19277,59,blue-collar,married,basic.9y,yes,no,cellular,aug,thu,152,2,nonexistent,1.4,no,1.0,0.0,0.0
19278,47,admin.,divorced,university.degree,no,no,cellular,aug,thu,200,2,nonexistent,1.4,no,0.0,0.0,0.0
19279,49,technician,divorced,high.school,yes,no,cellular,aug,thu,127,3,nonexistent,1.4,no,1.0,0.0,0.0
19280,34,technician,married,university.degree,yes,no,cellular,aug,thu,10,1,nonexistent,1.4,no,1.0,0.0,0.0
19281,33,admin.,single,university.degree,yes,no,cellular,aug,thu,273,3,nonexistent,1.4,no,1.0,0.0,0.0
19282,34,technician,married,university.degree,no,yes,cellular,aug,thu,101,1,nonexistent,1.4,no,0.0,1.0,0.0
19283,31,admin.,married,university.degree,yes,yes,cellular,aug,thu,465,1,nonexistent,1.4,no,1.0,1.0,0.0
19284,30,self-employed,married,university.degree,yes,yes,cellular,aug,thu,145,1,nonexistent,1.4,no,1.0,1.0,0.0
19285,36,self-employed,married,basic.9y,yes,yes,cellular,aug,thu,593,2,nonexistent,1.4,yes,1.0,1.0,1.0
19286,50,self-employed,married,basic.9y,yes,no,cellular,aug,thu,93,1,nonexistent,1.4,no,1.0,0.0,0.0
19287,40,self-employed,married,university.degree,yes,no,cellular,aug,thu,141,1,nonexistent,1.4,no,1.0,0.0,0.0
19288,40,self-employed,married,university.degree,yes,no,cellular,aug,thu,155,1,nonexistent,1.4,no,1.0,0.0,0.0
19289,33,admin.,single,university.degree,yes,no,cellular,aug,thu,370,2,nonexistent,1.4,no,1.0,0.0,0.0
19290,30,admin.,single,university.degree,yes,no,cellular,aug,thu,111,1,nonexistent,1.4,no,1.0,0.0,0.0
19291,32,admin.,single,university.degree,yes,no,cellular,aug,thu,159,1,nonexistent,1.4,no,1.0,0.0,0.0
19292,36,admin.,single,university.degree,yes,no,cellular,aug,thu,1217,2,nonexistent,1.4,no,1.0,0.0,0.0
19293,34,technician,single,university.degree,yes,no,telephone,aug,thu,313,1,nonexistent,1.4,no,1.0,0.0,0.0
19294,35,technician,married,professional.course,no,no,cellular,aug,thu,38,1,nonexistent,1.4,no,0.0,0.0,0.0
19295,42,technician,single,university.degree,yes,no,cellular,aug,thu,213,1,nonexistent,1.4,no,1.0,0.0,0.0
19296,51,blue-collar,married,basic.4y,yes,yes,cellular,aug,thu,297,2,nonexistent,1.4,no,1.0,1.0,0.0
19297,54,blue-collar,married,university.degree,yes,no,cellular,aug,thu,128,2,nonexistent,1.4,no,1.0,0.0,0.0
19298,34,technician,single,university.degree,yes,no,cellular,aug,thu,812,1,nonexistent,1.4,yes,1.0,0.0,1.0
19299,32,admin.,single,university.degree,no,no,cellular,aug,thu,356,1,nonexistent,1.4,no,0.0,0.0,0.0
19300,32,admin.,single,university.degree,yes,no,cellular,aug,thu,605,1,nonexistent,1.4,no,1.0,0.0,0.0
19301,58,technician,divorced,university.degree,yes,no,cellular,aug,thu,86,2,nonexistent,1.4,no,1.0,0.0,0.0
19302,42,technician,single,university.degree,yes,no,cellular,aug,thu,935,1,nonexistent,1.4,no,1.0,0.0,0.0
19303,34,technician,married,high.school,yes,no,cellular,aug,thu,143,1,nonexistent,1.4,no,1.0,0.0,0.0
19304,57,retired,married,basic.4y,yes,no,cellular,aug,thu,92,1,nonexistent,1.4,no,1.0,0.0,0.0
19305,34,technician,married,university.degree,yes,no,cellular,aug,thu,414,2,nonexistent,1.4,no,1.0,0.0,0.0
19306,31,technician,married,university.degree,yes,no,cellular,aug,thu,95,1,nonexistent,1.4,no,1.0,0.0,0.0
19307,41,technician,single,university.degree,yes,no,cellular,aug,thu,127,1,nonexistent,1.4,no,1.0,0.0,0.0
19308,29,admin.,single,high.school,no,no,cellular,aug,thu,103,1,nonexistent,1.4,no,0.0,0.0,0.0
19309,31,admin.,single,university.degree,no,no,cellular,aug,thu,69,3,nonexistent,1.4,no,0.0,0.0,0.0
19310,29,admin.,single,high.school,no,no,cellular,aug,thu,90,2,nonexistent,1.4,no,0.0,0.0,0.0
19311,54,self-employed,married,university.degree,yes,no,cellular,aug,thu,148,13,nonexistent,1.4,no,1.0,0.0,0.0
19312,52,services,married,basic.9y,yes,yes,cellular,aug,thu,110,5,nonexistent,1.4,no,1.0,1.0,0.0
19313,31,technician,married,university.degree,yes,no,cellular,aug,thu,515,1,nonexistent,1.4,no,1.0,0.0,0.0
19314,31,technician,married,university.degree,yes,no,cellular,aug,thu,214,1,nonexistent,1.4,no,1.0,0.0,0.0
19315,32,admin.,single,university.degree,yes,no,cellular,aug,thu,457,1,nonexistent,1.4,no,1.0,0.0,0.0
19316,39,admin.,single,university.degree,no,no,cellular,aug,thu,421,1,nonexistent,1.4,no,0.0,0.0,0.0
19317,48,blue-collar,married,basic.4y,yes,no,cellular,aug,thu,240,1,nonexistent,1.4,no,1.0,0.0,0.0
19318,29,admin.,single,university.degree,no,no,cellular,aug,thu,112,1,nonexistent,1.4,no,0.0,0.0,0.0
19319,40,admin.,married,university.degree,yes,no,cellular,aug,thu,374,2,nonexistent,1.4,no,1.0,0.0,0.0
19320,41,technician,married,university.degree,yes,no,cellular,aug,thu,423,2,nonexistent,1.4,no,1.0,0.0,0.0
19321,49,blue-collar,married,basic.4y,no,no,cellular,aug,thu,503,1,nonexistent,1.4,no,0.0,0.0,0.0
19322,29,admin.,single,university.degree,yes,no,cellular,aug,thu,158,1,nonexistent,1.4,no,1.0,0.0,0.0
19323,31,admin.,married,university.degree,yes,no,cellular,aug,thu,95,1,nonexistent,1.4,no,1.0,0.0,0.0
19324,31,admin.,married,university.degree,yes,no,cellular,aug,thu,67,1,nonexistent,1.4,no,1.0,0.0,0.0
19325,47,admin.,married,university.degree,no,no,cellular,aug,thu,93,1,nonexistent,1.4,no,0.0,0.0,0.0
19326,31,admin.,single,university.degree,no,no,cellular,aug,thu,230,1,nonexistent,1.4,no,0.0,0.0,0.0
19327,31,admin.,married,university.degree,yes,no,cellular,aug,thu,113,1,nonexistent,1.4,no,1.0,0.0,0.0
19328,49,admin.,single,high.school,no,no,cellular,aug,thu,103,1,nonexistent,1.4,no,0.0,0.0,0.0
19329,36,technician,divorced,professional.course,yes,no,cellular,aug,thu,106,3,nonexistent,1.4,no,1.0,0.0,0.0
19330,34,management,married,university.degree,yes,no,cellular,aug,thu,294,6,nonexistent,1.4,no,1.0,0.0,0.0
19331,30,admin.,married,university.degree,no,no,cellular,aug,thu,165,1,nonexistent,1.4,no,0.0,0.0,0.0
19332,32,admin.,single,university.degree,no,no,cellular,aug,thu,59,2,nonexistent,1.4,no,0.0,0.0,0.0
19333,35,entrepreneur,married,university.degree,yes,no,cellular,aug,thu,51,3,nonexistent,1.4,no,1.0,0.0,0.0
19334,31,technician,married,university.degree,no,no,cellular,aug,thu,56,2,nonexistent,1.4,no,0.0,0.0,0.0
19335,31,admin.,single,university.degree,yes,no,cellular,aug,thu,108,1,nonexistent,1.4,no,1.0,0.0,0.0
19336,50,technician,single,university.degree,yes,no,cellular,aug,thu,89,1,nonexistent,1.4,no,1.0,0.0,0.0
19337,50,technician,single,university.degree,yes,no,cellular,aug,thu,174,1,nonexistent,1.4,no,1.0,0.0,0.0
19338,36,management,married,university.degree,no,no,cellular,aug,thu,112,1,nonexistent,1.4,no,0.0,0.0,0.0
19339,41,admin.,divorced,university.degree,no,no,cellular,aug,thu,146,1,nonexistent,1.4,no,0.0,0.0,0.0
19340,36,self-employed,married,basic.9y,no,no,cellular,aug,thu,406,1,nonexistent,1.4,no,0.0,0.0,0.0
19341,34,admin.,single,university.degree,yes,no,cellular,aug,thu,518,1,nonexistent,1.4,yes,1.0,0.0,1.0
19342,30,admin.,single,university.degree,no,no,cellular,aug,thu,272,1,nonexistent,1.4,no,0.0,0.0,0.0
19343,47,admin.,married,high.school,no,no,cellular,aug,thu,168,1,nonexistent,1.4,no,0.0,0.0,0.0
19344,44,blue-collar,married,basic.6y,no,no,cellular,aug,thu,314,1,nonexistent,1.4,no,0.0,0.0,0.0
19345,49,admin.,married,university.degree,yes,no,cellular,aug,thu,260,1,nonexistent,1.4,no,1.0,0.0,0.0
19346,29,technician,single,professional.course,yes,no,telephone,aug,thu,85,2,nonexistent,1.4,no,1.0,0.0,0.0
19347,46,admin.,married,university.degree,no,no,cellular,aug,thu,87,5,nonexistent,1.4,no,0.0,0.0,0.0
19348,45,blue-collar,married,basic.6y,yes,no,cellular,aug,thu,90,3,nonexistent,1.4,no,1.0,0.0,0.0
19349,45,admin.,single,university.degree,no,no,cellular,aug,thu,505,1,nonexistent,1.4,yes,0.0,0.0,1.0
19350,31,technician,married,professional.course,yes,no,cellular,aug,thu,104,3,nonexistent,1.4,no,1.0,0.0,0.0
19351,41,technician,married,university.degree,yes,no,cellular,aug,thu,511,2,nonexistent,1.4,no,1.0,0.0,0.0
19352,45,services,married,high.school,yes,yes,telephone,aug,thu,187,2,nonexistent,1.4,no,1.0,1.0,0.0
19353,31,technician,married,university.degree,yes,no,cellular,aug,thu,197,2,nonexistent,1.4,no,1.0,0.0,0.0
19354,39,admin.,divorced,university.degree,no,no,cellular,aug,thu,78,1,nonexistent,1.4,no,0.0,0.0,0.0
19355,32,technician,single,university.degree,yes,no,cellular,aug,thu,118,2,nonexistent,1.4,no,1.0,0.0,0.0
19356,40,admin.,married,university.degree,yes,no,cellular,aug,thu,343,1,nonexistent,1.4,no,1.0,0.0,0.0
19357,34,technician,married,high.school,yes,no,cellular,aug,thu,221,3,nonexistent,1.4,no,1.0,0.0,0.0
19358,30,admin.,divorced,university.degree,yes,no,cellular,aug,thu,280,2,nonexistent,1.4,no,1.0,0.0,0.0
19359,59,retired,married,basic.4y,yes,yes,cellular,aug,thu,265,1,nonexistent,1.4,no,1.0,1.0,0.0
19360,39,admin.,divorced,university.degree,yes,yes,cellular,aug,thu,158,1,nonexistent,1.4,no,1.0,1.0,0.0
19361,46,technician,married,high.school,no,no,cellular,aug,thu,206,1,nonexistent,1.4,no,0.0,0.0,0.0
19362,32,technician,single,university.degree,yes,no,cellular,aug,thu,133,2,nonexistent,1.4,no,1.0,0.0,0.0
19363,30,technician,married,professional.course,yes,no,cellular,aug,thu,159,1,nonexistent,1.4,no,1.0,0.0,0.0
19364,33,technician,married,professional.course,no,yes,cellular,aug,thu,924,2,nonexistent,1.4,no,0.0,1.0,0.0
19365,44,blue-collar,married,basic.6y,no,no,cellular,aug,thu,145,1,nonexistent,1.4,no,0.0,0.0,0.0
19366,34,technician,married,high.school,yes,no,cellular,aug,thu,85,3,nonexistent,1.4,no,1.0,0.0,0.0
19367,58,technician,married,high.school,yes,yes,telephone,aug,thu,64,1,nonexistent,1.4,no,1.0,1.0,0.0
19368,34,technician,single,university.degree,no,no,telephone,aug,thu,214,2,nonexistent,1.4,no,0.0,0.0,0.0
19369,54,services,married,high.school,yes,no,cellular,aug,thu,834,9,nonexistent,1.4,yes,1.0,0.0,1.0
19370,47,admin.,married,high.school,yes,yes,cellular,aug,thu,3322,1,nonexistent,1.4,no,1.0,1.0,0.0
19371,30,admin.,married,high.school,no,yes,cellular,aug,thu,153,1,nonexistent,1.4,no,0.0,1.0,0.0
19372,31,housemaid,married,basic.6y,no,no,cellular,aug,thu,136,1,nonexistent,1.4,no,0.0,0.0,0.0
19373,56,blue-collar,married,basic.4y,yes,no,cellular,aug,thu,366,1,nonexistent,1.4,no,1.0,0.0,0.0
19374,58,technician,married,high.school,yes,no,cellular,aug,thu,260,1,nonexistent,1.4,no,1.0,0.0,0.0
19375,30,technician,married,professional.course,no,no,cellular,aug,thu,107,4,nonexistent,1.4,no,0.0,0.0,0.0
19376,36,self-employed,married,basic.9y,no,no,cellular,aug,thu,1184,2,nonexistent,1.4,yes,0.0,0.0,1.0
19377,31,housemaid,married,university.degree,yes,yes,cellular,aug,thu,208,4,nonexistent,1.4,no,1.0,1.0,0.0
19378,31,housemaid,married,basic.6y,yes,yes,telephone,aug,thu,698,1,nonexistent,1.4,yes,1.0,1.0,1.0
19379,49,technician,married,professional.course,yes,yes,cellular,aug,thu,11,14,nonexistent,1.4,no,1.0,1.0,0.0
19380,57,technician,single,university.degree,yes,yes,cellular,aug,thu,433,3,nonexistent,1.4,no,1.0,1.0,0.0
19381,39,management,married,university.degree,yes,no,cellular,aug,thu,80,3,nonexistent,1.4,no,1.0,0.0,0.0
19382,59,technician,single,university.degree,yes,no,cellular,aug,thu,95,1,nonexistent,1.4,no,1.0,0.0,0.0
19383,53,admin.,married,high.school,no,no,cellular,aug,thu,201,1,nonexistent,1.4,no,0.0,0.0,0.0
19384,30,admin.,married,high.school,yes,yes,cellular,aug,thu,1151,1,nonexistent,1.4,yes,1.0,1.0,1.0
19385,33,technician,married,professional.course,no,yes,cellular,aug,thu,189,2,nonexistent,1.4,no,0.0,1.0,0.0
19386,33,technician,married,professional.course,yes,yes,cellular,aug,thu,168,2,nonexistent,1.4,no,1.0,1.0,0.0
19387,47,admin.,married,university.degree,yes,no,cellular,aug,thu,61,2,nonexistent,1.4,no,1.0,0.0,0.0
19388,32,technician,single,university.degree,yes,no,cellular,aug,thu,388,4,nonexistent,1.4,no,1.0,0.0,0.0
19389,34,technician,married,university.degree,no,no,telephone,aug,thu,122,1,nonexistent,1.4,no,0.0,0.0,0.0
19390,35,management,married,high.school,yes,no,cellular,aug,thu,448,3,nonexistent,1.4,no,1.0,0.0,0.0
19391,58,admin.,married,university.degree,yes,no,telephone,aug,thu,60,1,nonexistent,1.4,no,1.0,0.0,0.0
19392,47,admin.,married,university.degree,no,no,cellular,aug,thu,167,4,nonexistent,1.4,no,0.0,0.0,0.0
19393,49,blue-collar,married,basic.4y,yes,no,telephone,aug,thu,92,1,nonexistent,1.4,no,1.0,0.0,0.0
19394,50,technician,single,university.degree,yes,no,cellular,aug,thu,350,2,nonexistent,1.4,no,1.0,0.0,0.0
19395,31,technician,single,professional.course,no,no,cellular,aug,thu,449,1,nonexistent,1.4,no,0.0,0.0,0.0
19396,49,blue-collar,married,basic.4y,yes,no,telephone,aug,thu,158,1,nonexistent,1.4,no,1.0,0.0,0.0
19397,55,technician,divorced,professional.course,no,yes,cellular,aug,thu,388,1,nonexistent,1.4,no,0.0,1.0,0.0
19398,44,technician,divorced,professional.course,yes,no,cellular,aug,thu,145,1,nonexistent,1.4,no,1.0,0.0,0.0
19399,48,technician,married,professional.course,no,no,cellular,aug,thu,112,8,nonexistent,1.4,no,0.0,0.0,0.0
19400,32,admin.,single,university.degree,yes,no,cellular,aug,thu,217,2,nonexistent,1.4,no,1.0,0.0,0.0
19401,32,admin.,single,university.degree,yes,yes,cellular,aug,thu,153,3,nonexistent,1.4,no,1.0,1.0,0.0
19402,31,admin.,single,university.degree,yes,yes,cellular,aug,thu,337,1,nonexistent,1.4,no,1.0,1.0,0.0
19403,30,technician,single,professional.course,yes,yes,cellular,aug,thu,94,3,nonexistent,1.4,no,1.0,1.0,0.0
19404,45,blue-collar,married,basic.6y,yes,yes,cellular,aug,thu,425,2,nonexistent,1.4,no,1.0,1.0,0.0
19405,49,technician,divorced,professional.course,no,no,cellular,aug,thu,377,2,nonexistent,1.4,no,0.0,0.0,0.0
19406,42,self-employed,married,basic.4y,yes,no,cellular,aug,thu,52,2,nonexistent,1.4,no,1.0,0.0,0.0
19407,31,technician,married,university.degree,yes,no,cellular,aug,thu,168,4,nonexistent,1.4,no,1.0,0.0,0.0
19408,35,technician,single,professional.course,yes,yes,cellular,aug,thu,41,1,nonexistent,1.4,no,1.0,1.0,0.0
19409,35,technician,single,professional.course,yes,yes,cellular,aug,thu,347,1,nonexistent,1.4,no,1.0,1.0,0.0
19410,41,management,married,university.degree,yes,no,cellular,aug,thu,789,1,nonexistent,1.4,no,1.0,0.0,0.0
19411,35,technician,single,professional.course,yes,no,cellular,aug,thu,636,1,nonexistent,1.4,no,1.0,0.0,0.0
19412,35,technician,married,professional.course,yes,yes,telephone,aug,thu,34,3,nonexistent,1.4,no,1.0,1.0,0.0
19413,47,technician,married,university.degree,yes,no,cellular,aug,thu,65,2,nonexistent,1.4,no,1.0,0.0,0.0
19414,35,self-employed,married,university.degree,yes,no,cellular,aug,thu,884,2,nonexistent,1.4,yes,1.0,0.0,1.0
19415,46,admin.,married,university.degree,yes,yes,cellular,aug,thu,63,1,nonexistent,1.4,no,1.0,1.0,0.0
19416,51,blue-collar,married,basic.9y,no,no,cellular,aug,thu,187,2,nonexistent,1.4,no,0.0,0.0,0.0
19417,31,technician,single,high.school,yes,no,cellular,aug,thu,170,3,nonexistent,1.4,no,1.0,0.0,0.0
19418,51,blue-collar,married,basic.9y,yes,yes,cellular,aug,thu,129,1,nonexistent,1.4,no,1.0,1.0,0.0
19419,33,admin.,single,university.degree,no,no,cellular,aug,thu,277,2,nonexistent,1.4,no,0.0,0.0,0.0
19420,47,blue-collar,married,basic.9y,yes,yes,cellular,aug,thu,84,4,nonexistent,1.4,no,1.0,1.0,0.0
19421,50,self-employed,married,basic.9y,yes,no,cellular,aug,thu,219,7,nonexistent,1.4,no,1.0,0.0,0.0
19422,34,technician,single,university.degree,yes,yes,cellular,aug,thu,38,1,nonexistent,1.4,no,1.0,1.0,0.0
19423,34,technician,single,university.degree,yes,no,cellular,aug,thu,244,1,nonexistent,1.4,no,1.0,0.0,0.0
19424,33,technician,married,professional.course,no,no,cellular,aug,thu,155,5,nonexistent,1.4,no,0.0,0.0,0.0
19425,59,retired,married,university.degree,no,no,cellular,aug,thu,91,1,nonexistent,1.4,no,0.0,0.0,0.0
19426,31,technician,married,professional.course,yes,yes,telephone,aug,thu,31,1,nonexistent,1.4,no,1.0,1.0,0.0
19427,46,services,married,high.school,yes,no,cellular,aug,thu,65,2,nonexistent,1.4,no,1.0,0.0,0.0
19428,41,admin.,divorced,university.degree,no,no,cellular,aug,thu,120,2,nonexistent,1.4,no,0.0,0.0,0.0
19429,31,technician,married,professional.course,yes,yes,cellular,aug,thu,49,1,nonexistent,1.4,no,1.0,1.0,0.0
19430,34,admin.,married,university.degree,yes,no,telephone,aug,thu,365,1,nonexistent,1.4,no,1.0,0.0,0.0
19431,34,admin.,married,university.degree,yes,no,cellular,aug,thu,248,1,nonexistent,1.4,no,1.0,0.0,0.0
19432,31,admin.,single,high.school,yes,yes,cellular,aug,thu,101,1,nonexistent,1.4,no,1.0,1.0,0.0
19433,35,admin.,single,university.degree,no,yes,cellular,aug,thu,85,1,nonexistent,1.4,no,0.0,1.0,0.0
19434,53,technician,married,professional.course,yes,no,cellular,aug,thu,178,2,nonexistent,1.4,no,1.0,0.0,0.0
