,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,employment_variation_rate,has_subscribed
21595,47,admin.,married,university.degree,yes,no,cellular,aug,wed,38,3,nonexistent,1.4,no
21596,47,admin.,married,university.degree,yes,no,cellular,aug,wed,1129,10,nonexistent,1.4,yes
21597,54,technician,married,professional.course,yes,no,cellular,aug,wed,14,10,nonexistent,1.4,no
21598,30,technician,married,professional.course,no,no,telephone,aug,wed,645,7,nonexistent,1.4,yes
21599,47,admin.,married,university.degree,yes,no,cellular,aug,wed,176,5,nonexistent,1.4,no
21600,31,self-employed,married,university.degree,yes,no,cellular,aug,wed,15,10,nonexistent,1.4,no
21601,46,housemaid,married,basic.4y,no,yes,cellular,aug,wed,10,14,nonexistent,1.4,no
21602,52,admin.,married,high.school,no,no,cellular,aug,wed,114,6,nonexistent,1.4,no
21603,43,management,married,university.degree,no,no,cellular,aug,wed,13,11,nonexistent,1.4,no
21604,57,retired,married,professional.course,yes,no,telephone,aug,wed,96,4,nonexistent,1.4,no
21605,54,technician,married,professional.course,yes,no,cellular,aug,wed,511,3,nonexistent,1.4,no
21606,48,technician,divorced,university.degree,yes,yes,cellular,aug,wed,86,7,nonexistent,1.4,no
21607,46,technician,divorced,professional.course,no,no,cellular,aug,wed,516,2,nonexistent,1.4,no
21608,51,technician,married,professional.course,yes,no,cellular,aug,wed,300,2,nonexistent,1.4,no
21609,40,technician,single,professional.course,yes,yes,cellular,aug,wed,94,4,nonexistent,1.4,no
21610,47,technician,divorced,high.school,yes,no,cellular,aug,wed,125,3,nonexistent,1.4,no
21611,37,admin.,single,university.degree,no,no,cellular,aug,wed,125,11,nonexistent,1.4,no
21612,44,admin.,divorced,university.degree,no,yes,cellular,aug,wed,12,14,nonexistent,1.4,no
21613,47,technician,divorced,professional.course,yes,yes,cellular,aug,wed,212,9,nonexistent,1.4,no
21614,30,technician,single,professional.course,yes,no,cellular,aug,wed,178,2,nonexistent,1.4,no
21615,48,admin.,divorced,university.degree,yes,no,cellular,aug,wed,67,2,nonexistent,1.4,no
21616,54,admin.,married,high.school,yes,yes,cellular,aug,wed,19,13,nonexistent,1.4,no
21617,44,technician,married,professional.course,no,yes,cellular,aug,wed,85,2,nonexistent,1.4,no
21618,41,technician,divorced,professional.course,yes,no,cellular,aug,wed,122,4,nonexistent,1.4,no
21619,33,admin.,single,university.degree,no,no,cellular,aug,wed,27,4,nonexistent,1.4,no
21620,37,technician,single,university.degree,yes,no,cellular,aug,wed,60,3,nonexistent,1.4,no
21621,52,admin.,married,university.degree,yes,no,cellular,aug,wed,34,11,nonexistent,1.4,no
21622,54,management,married,university.degree,no,no,cellular,aug,wed,561,2,nonexistent,1.4,no
21623,29,admin.,single,university.degree,yes,no,cellular,aug,wed,120,3,nonexistent,1.4,no
21624,38,technician,single,high.school,no,no,cellular,aug,wed,74,2,nonexistent,1.4,no
21625,40,admin.,married,university.degree,no,no,cellular,aug,wed,214,5,nonexistent,1.4,no
21626,54,housemaid,married,basic.4y,yes,no,cellular,aug,wed,523,3,nonexistent,1.4,yes
21627,37,technician,married,university.degree,no,no,cellular,aug,wed,107,4,nonexistent,1.4,no
21628,59,retired,married,university.degree,yes,no,cellular,aug,wed,160,3,nonexistent,1.4,no
21629,41,technician,divorced,professional.course,no,no,cellular,aug,wed,16,13,nonexistent,1.4,no
21630,47,technician,married,university.degree,yes,no,cellular,aug,wed,184,3,nonexistent,1.4,no
21631,56,retired,divorced,university.degree,no,no,cellular,aug,wed,168,2,nonexistent,1.4,no
21632,49,technician,married,professional.course,yes,no,cellular,aug,wed,76,3,nonexistent,1.4,no
21633,56,admin.,married,university.degree,yes,no,cellular,aug,wed,120,6,nonexistent,1.4,no
21634,37,technician,married,university.degree,yes,no,cellular,aug,wed,138,3,nonexistent,1.4,no
21635,52,technician,divorced,professional.course,no,no,cellular,aug,wed,79,6,nonexistent,1.4,no
21636,43,technician,married,professional.course,yes,no,cellular,aug,wed,78,7,nonexistent,1.4,no
21637,58,technician,divorced,professional.course,no,no,cellular,aug,wed,36,6,nonexistent,1.4,no
21638,39,admin.,married,university.degree,yes,no,cellular,aug,wed,117,4,nonexistent,1.4,no
21639,42,management,married,university.degree,yes,yes,cellular,aug,wed,89,3,nonexistent,1.4,no
21640,29,admin.,single,university.degree,yes,no,cellular,aug,wed,88,2,nonexistent,1.4,no
21641,32,technician,divorced,professional.course,yes,yes,cellular,aug,wed,11,12,nonexistent,1.4,no
21642,47,technician,married,professional.course,no,no,cellular,aug,wed,18,15,nonexistent,1.4,no
21643,30,technician,single,university.degree,no,no,cellular,aug,wed,157,8,nonexistent,1.4,no
21644,31,unemployed,married,university.degree,yes,no,cellular,aug,wed,186,11,nonexistent,1.4,no
21645,58,admin.,married,high.school,no,no,cellular,aug,wed,569,13,nonexistent,1.4,no
21646,44,admin.,married,basic.9y,yes,no,cellular,aug,wed,77,2,nonexistent,1.4,no
21647,44,admin.,married,basic.9y,no,no,cellular,aug,wed,19,17,nonexistent,1.4,no
21648,31,technician,single,professional.course,no,no,cellular,aug,wed,218,4,nonexistent,1.4,no
21649,33,admin.,single,university.degree,yes,no,cellular,aug,wed,43,13,nonexistent,1.4,no
21650,39,admin.,married,professional.course,no,no,cellular,aug,wed,37,2,nonexistent,1.4,no
21651,47,technician,married,university.degree,no,no,cellular,aug,wed,1642,2,nonexistent,1.4,yes
21652,44,technician,married,professional.course,no,no,cellular,aug,wed,85,2,nonexistent,1.4,no
21653,44,technician,married,professional.course,no,no,cellular,aug,wed,202,3,nonexistent,1.4,no
21654,33,admin.,single,university.degree,no,no,cellular,aug,wed,316,4,nonexistent,1.4,no
21655,43,admin.,married,university.degree,yes,no,cellular,aug,wed,35,10,nonexistent,1.4,no
21656,29,technician,single,professional.course,no,no,cellular,aug,wed,26,10,nonexistent,1.4,no
21657,46,services,married,basic.9y,yes,no,cellular,aug,wed,59,5,nonexistent,1.4,no
21658,30,management,married,university.degree,yes,no,cellular,aug,wed,118,6,nonexistent,1.4,no
21659,31,technician,single,professional.course,yes,no,cellular,aug,wed,72,3,nonexistent,1.4,no
21660,33,self-employed,married,basic.4y,no,no,cellular,aug,wed,106,7,nonexistent,1.4,no
21661,33,self-employed,married,basic.4y,no,no,cellular,aug,wed,263,7,nonexistent,1.4,no
21662,47,admin.,married,high.school,yes,no,cellular,aug,wed,93,7,nonexistent,1.4,no
21663,55,admin.,married,high.school,no,no,cellular,aug,wed,231,4,nonexistent,1.4,no
21664,37,technician,single,professional.course,yes,no,cellular,aug,wed,101,2,nonexistent,1.4,no
21665,37,technician,married,university.degree,no,no,cellular,aug,wed,141,5,nonexistent,1.4,no
21666,32,unemployed,married,university.degree,yes,no,cellular,aug,wed,97,4,nonexistent,1.4,no
21667,58,housemaid,married,basic.9y,no,no,cellular,aug,wed,88,3,nonexistent,1.4,no
21668,50,unemployed,married,basic.9y,no,yes,cellular,aug,wed,88,3,nonexistent,1.4,no
21669,46,technician,divorced,professional.course,yes,yes,cellular,aug,wed,22,5,nonexistent,1.4,no
21670,46,technician,divorced,professional.course,no,no,cellular,aug,wed,101,2,nonexistent,1.4,no
21671,43,technician,married,professional.course,no,no,cellular,aug,wed,78,2,nonexistent,1.4,no
21672,40,admin.,divorced,high.school,yes,no,cellular,aug,wed,293,6,nonexistent,1.4,no
21673,56,retired,married,basic.6y,yes,no,cellular,aug,wed,39,4,nonexistent,1.4,no
21674,39,technician,married,high.school,yes,no,cellular,aug,wed,67,5,nonexistent,1.4,no
21675,45,admin.,single,university.degree,yes,no,cellular,aug,wed,25,12,nonexistent,1.4,no
21676,38,admin.,divorced,university.degree,no,no,cellular,aug,wed,145,3,nonexistent,1.4,no
21677,41,technician,divorced,professional.course,no,no,cellular,aug,wed,167,7,nonexistent,1.4,no
21678,43,admin.,single,university.degree,yes,no,cellular,aug,wed,126,5,nonexistent,1.4,no
21679,47,admin.,single,university.degree,no,no,cellular,aug,wed,267,2,nonexistent,1.4,no
21680,31,admin.,single,university.degree,yes,no,cellular,aug,wed,23,17,nonexistent,1.4,no
21681,47,technician,married,university.degree,yes,no,cellular,aug,wed,206,2,nonexistent,1.4,no
21682,31,unemployed,married,university.degree,no,no,cellular,aug,wed,95,5,nonexistent,1.4,no
21683,47,technician,married,university.degree,yes,no,cellular,aug,wed,345,7,nonexistent,1.4,no
21684,41,technician,married,professional.course,no,yes,cellular,aug,wed,81,2,nonexistent,1.4,no
21685,36,management,married,university.degree,no,no,cellular,aug,wed,46,7,nonexistent,1.4,no
21686,41,technician,married,professional.course,no,no,cellular,aug,wed,154,7,nonexistent,1.4,no
21687,41,admin.,married,university.degree,no,no,cellular,aug,wed,85,5,nonexistent,1.4,no
21688,35,admin.,single,university.degree,no,yes,cellular,aug,wed,448,2,nonexistent,1.4,no
21689,50,management,married,professional.course,no,no,cellular,aug,wed,165,4,nonexistent,1.4,no
21690,40,admin.,married,university.degree,no,no,cellular,aug,wed,53,3,nonexistent,1.4,no
21691,30,admin.,married,university.degree,no,no,telephone,aug,wed,296,4,nonexistent,1.4,no
21692,30,technician,single,university.degree,no,no,cellular,aug,wed,202,5,nonexistent,1.4,no
21693,49,unemployed,married,basic.4y,yes,no,cellular,aug,wed,155,2,nonexistent,1.4,no
21694,54,housemaid,married,basic.4y,no,no,telephone,aug,wed,23,6,nonexistent,1.4,no
21695,38,admin.,divorced,university.degree,no,no,cellular,aug,wed,70,9,nonexistent,1.4,no
21696,33,admin.,married,university.degree,no,no,cellular,aug,wed,787,9,nonexistent,1.4,no
21697,44,technician,married,professional.course,yes,no,cellular,aug,wed,27,9,nonexistent,1.4,no
21698,40,admin.,single,university.degree,no,no,cellular,aug,wed,183,3,nonexistent,1.4,no
21699,43,admin.,married,university.degree,yes,no,cellular,aug,wed,115,3,nonexistent,1.4,no
21700,33,admin.,married,university.degree,yes,no,cellular,aug,wed,62,4,nonexistent,1.4,no
21701,40,technician,single,university.degree,yes,no,telephone,aug,wed,554,5,nonexistent,1.4,no
21702,53,technician,married,professional.course,yes,yes,cellular,aug,wed,276,2,nonexistent,1.4,no
21703,39,technician,married,professional.course,yes,no,cellular,aug,wed,145,2,nonexistent,1.4,no
21704,41,technician,married,professional.course,yes,no,cellular,aug,wed,112,8,nonexistent,1.4,no
21705,43,admin.,divorced,university.degree,yes,yes,cellular,aug,wed,95,2,nonexistent,1.4,no
21706,55,admin.,married,high.school,yes,yes,cellular,aug,wed,61,3,nonexistent,1.4,no
21707,46,admin.,married,high.school,no,no,cellular,aug,wed,63,3,nonexistent,1.4,no
21708,57,admin.,married,university.degree,no,no,cellular,aug,wed,104,5,nonexistent,1.4,no
21709,51,technician,married,professional.course,yes,no,cellular,aug,wed,118,2,nonexistent,1.4,no
21710,31,technician,single,university.degree,yes,no,cellular,aug,thu,34,6,nonexistent,1.4,no
21711,41,technician,divorced,high.school,no,no,cellular,aug,thu,82,2,nonexistent,1.4,no
21712,33,services,married,university.degree,no,yes,cellular,aug,thu,149,8,nonexistent,1.4,no
21713,41,admin.,married,university.degree,yes,no,cellular,aug,thu,583,11,nonexistent,1.4,yes
21714,51,technician,married,professional.course,yes,no,cellular,aug,thu,81,2,nonexistent,1.4,no
21715,30,technician,single,professional.course,yes,no,cellular,aug,thu,55,4,nonexistent,1.4,no
21716,30,technician,single,university.degree,yes,yes,cellular,aug,thu,73,3,nonexistent,1.4,no
21717,33,technician,single,university.degree,yes,no,cellular,aug,thu,131,11,nonexistent,1.4,no
21718,36,self-employed,single,university.degree,yes,yes,cellular,aug,thu,118,5,nonexistent,1.4,no
21719,46,technician,divorced,professional.course,yes,no,cellular,aug,thu,81,6,nonexistent,1.4,no
21720,33,admin.,single,university.degree,yes,yes,cellular,aug,thu,66,6,nonexistent,1.4,no
21721,32,admin.,divorced,university.degree,yes,no,cellular,aug,thu,77,2,nonexistent,1.4,no
21722,48,technician,married,university.degree,no,no,cellular,aug,thu,52,6,nonexistent,1.4,no
21723,44,technician,married,professional.course,yes,no,cellular,aug,thu,236,7,nonexistent,1.4,no
21724,43,technician,married,university.degree,yes,no,cellular,aug,thu,74,4,nonexistent,1.4,no
21725,29,technician,single,professional.course,yes,no,cellular,aug,thu,94,4,nonexistent,1.4,no
21726,43,technician,married,professional.course,no,no,cellular,aug,thu,211,3,nonexistent,1.4,no
21727,44,technician,married,professional.course,no,no,cellular,aug,thu,536,3,nonexistent,1.4,no
21728,56,self-employed,married,high.school,yes,no,cellular,aug,thu,210,2,nonexistent,1.4,no
21729,39,admin.,married,university.degree,no,no,cellular,aug,thu,144,10,nonexistent,1.4,no
21730,37,admin.,single,university.degree,yes,no,cellular,aug,thu,85,3,nonexistent,1.4,no
21731,33,services,married,university.degree,no,no,cellular,aug,thu,74,8,nonexistent,1.4,no
21732,40,admin.,married,university.degree,no,no,cellular,aug,thu,13,11,nonexistent,1.4,no
21733,32,technician,married,professional.course,yes,no,cellular,aug,thu,192,6,nonexistent,1.4,no
21734,57,management,married,university.degree,yes,no,cellular,aug,thu,17,11,nonexistent,1.4,no
21735,31,admin.,single,university.degree,no,no,cellular,aug,thu,116,3,nonexistent,1.4,no
21736,30,technician,single,university.degree,no,no,cellular,aug,thu,110,3,nonexistent,1.4,no
21737,35,admin.,married,university.degree,yes,no,cellular,aug,thu,148,3,nonexistent,1.4,no
21738,41,admin.,married,university.degree,no,no,cellular,aug,thu,67,13,nonexistent,1.4,no
21739,37,technician,single,university.degree,no,no,cellular,aug,thu,146,2,nonexistent,1.4,no
21740,30,technician,single,university.degree,yes,no,cellular,aug,thu,979,3,nonexistent,1.4,yes
21741,33,services,married,professional.course,yes,no,cellular,aug,thu,51,5,nonexistent,1.4,no
21742,40,admin.,single,university.degree,no,no,cellular,aug,thu,101,7,nonexistent,1.4,no
21743,36,admin.,single,university.degree,yes,no,cellular,aug,thu,107,3,nonexistent,1.4,no
21744,32,admin.,single,university.degree,yes,no,cellular,aug,thu,65,2,nonexistent,1.4,no
21745,32,technician,married,professional.course,no,no,cellular,aug,thu,78,7,nonexistent,1.4,no
21746,29,technician,married,professional.course,yes,no,cellular,aug,thu,965,2,nonexistent,1.4,yes
21747,32,unemployed,married,university.degree,yes,no,cellular,aug,thu,85,8,nonexistent,1.4,no
21748,41,technician,divorced,professional.course,yes,no,cellular,aug,thu,26,6,nonexistent,1.4,no
21749,31,admin.,single,university.degree,no,no,cellular,aug,thu,13,9,nonexistent,1.4,no
21750,51,technician,married,professional.course,yes,no,cellular,aug,thu,47,13,nonexistent,1.4,no
21751,57,technician,married,university.degree,yes,yes,cellular,aug,thu,30,9,nonexistent,1.4,no
21752,43,technician,married,university.degree,no,no,cellular,aug,thu,38,2,nonexistent,1.4,no
21753,33,admin.,married,university.degree,no,no,cellular,aug,thu,137,5,nonexistent,1.4,no
21754,41,admin.,married,university.degree,no,no,cellular,aug,thu,84,5,nonexistent,1.4,no
21755,37,admin.,single,university.degree,yes,no,cellular,aug,thu,94,7,nonexistent,1.4,no
21756,46,admin.,married,high.school,yes,no,cellular,aug,thu,91,11,nonexistent,1.4,no
21757,55,technician,married,high.school,no,yes,cellular,aug,thu,71,2,nonexistent,1.4,no
21758,37,technician,single,university.degree,yes,no,cellular,aug,thu,210,2,nonexistent,1.4,no
21759,29,technician,single,professional.course,no,no,cellular,aug,thu,121,3,nonexistent,1.4,no
21760,31,admin.,married,university.degree,yes,no,cellular,aug,thu,96,5,nonexistent,1.4,no
21761,36,admin.,married,university.degree,yes,no,cellular,aug,thu,165,2,nonexistent,1.4,no
21762,52,admin.,married,basic.9y,yes,no,cellular,aug,thu,82,6,nonexistent,1.4,no
21763,41,technician,divorced,professional.course,yes,yes,cellular,aug,thu,100,2,nonexistent,1.4,no
21764,31,admin.,married,university.degree,no,no,cellular,aug,thu,180,2,nonexistent,1.4,no
21765,35,management,married,university.degree,yes,no,cellular,aug,thu,108,4,nonexistent,1.4,no
21766,50,admin.,divorced,university.degree,no,no,cellular,aug,thu,84,11,nonexistent,1.4,no
21767,42,management,married,university.degree,yes,no,cellular,aug,thu,161,2,nonexistent,1.4,no
21768,33,services,married,university.degree,yes,no,cellular,aug,thu,198,3,nonexistent,1.4,no
21769,40,admin.,married,university.degree,no,no,cellular,aug,thu,262,4,nonexistent,1.4,no
21770,50,unemployed,married,basic.9y,no,no,cellular,aug,thu,74,4,nonexistent,1.4,no
21771,37,admin.,single,university.degree,no,no,cellular,aug,thu,72,2,nonexistent,1.4,no
21772,31,admin.,married,university.degree,no,no,cellular,aug,thu,23,8,nonexistent,1.4,no
21773,32,technician,married,professional.course,yes,no,cellular,aug,thu,109,6,nonexistent,1.4,no
21774,35,admin.,married,university.degree,yes,yes,cellular,aug,thu,125,7,nonexistent,1.4,no
21775,32,admin.,single,university.degree,yes,no,cellular,aug,thu,12,15,nonexistent,1.4,no
21776,41,admin.,married,university.degree,yes,no,cellular,aug,thu,12,10,nonexistent,1.4,no
21777,37,technician,single,professional.course,yes,no,cellular,aug,thu,19,12,nonexistent,1.4,no
21778,31,admin.,single,university.degree,yes,no,cellular,aug,thu,87,6,nonexistent,1.4,no
21779,59,retired,married,university.degree,yes,no,cellular,aug,thu,17,18,nonexistent,1.4,no
21780,33,services,married,professional.course,yes,no,cellular,aug,thu,56,1,nonexistent,1.4,no
21781,33,technician,married,professional.course,no,no,cellular,aug,thu,80,3,nonexistent,1.4,no
21782,31,admin.,married,university.degree,yes,no,cellular,aug,thu,80,1,nonexistent,1.4,no
21783,37,admin.,single,university.degree,no,no,cellular,aug,thu,105,1,nonexistent,1.4,no
21784,46,housemaid,married,basic.4y,yes,no,cellular,aug,thu,75,1,nonexistent,1.4,no
21785,46,technician,married,professional.course,no,no,cellular,aug,thu,81,2,nonexistent,1.4,no
21786,40,admin.,divorced,high.school,no,no,cellular,aug,thu,46,2,nonexistent,1.4,no
21787,43,admin.,married,university.degree,yes,no,cellular,aug,thu,94,6,nonexistent,1.4,no
21788,33,services,married,professional.course,yes,no,cellular,aug,thu,147,1,nonexistent,1.4,no
21789,37,technician,single,university.degree,yes,yes,cellular,aug,thu,126,1,nonexistent,1.4,no
21790,33,services,married,professional.course,yes,yes,cellular,aug,thu,331,1,nonexistent,1.4,no
21791,46,technician,married,university.degree,yes,no,cellular,aug,thu,13,14,nonexistent,1.4,no
21792,46,technician,divorced,university.degree,no,no,cellular,aug,thu,16,18,nonexistent,1.4,no
21793,48,admin.,single,university.degree,yes,no,cellular,aug,thu,44,1,nonexistent,1.4,no
21794,32,technician,single,university.degree,yes,no,cellular,aug,thu,271,2,nonexistent,1.4,no
21795,36,admin.,married,university.degree,yes,no,cellular,aug,thu,86,5,nonexistent,1.4,no
21796,50,unemployed,married,basic.9y,yes,no,telephone,aug,thu,192,1,nonexistent,1.4,no
21797,58,housemaid,married,basic.9y,no,no,cellular,aug,thu,54,1,nonexistent,1.4,no
21798,56,admin.,married,university.degree,yes,no,cellular,aug,thu,95,1,nonexistent,1.4,no
21799,57,admin.,divorced,university.degree,yes,no,cellular,aug,thu,80,1,nonexistent,1.4,no
21800,44,technician,married,professional.course,no,no,cellular,aug,thu,82,2,nonexistent,1.4,no
21801,37,technician,married,university.degree,no,no,cellular,aug,thu,716,1,nonexistent,1.4,yes
21802,57,management,married,university.degree,yes,no,cellular,aug,thu,77,2,nonexistent,1.4,no
21803,40,admin.,single,university.degree,no,yes,cellular,aug,thu,14,5,nonexistent,1.4,no
21804,36,admin.,married,university.degree,no,no,cellular,aug,thu,63,1,nonexistent,1.4,no
21805,48,services,married,basic.9y,no,no,cellular,aug,thu,110,1,nonexistent,1.4,no
21806,47,admin.,married,high.school,yes,yes,cellular,aug,thu,59,6,nonexistent,1.4,no
21807,37,admin.,married,university.degree,no,yes,cellular,aug,thu,192,1,nonexistent,1.4,no
21808,58,self-employed,married,basic.6y,yes,no,cellular,aug,thu,157,5,nonexistent,1.4,no
21809,37,admin.,married,university.degree,no,no,cellular,aug,thu,535,1,nonexistent,1.4,yes
21810,41,admin.,married,university.degree,yes,no,cellular,aug,thu,15,9,nonexistent,1.4,no
21811,37,admin.,married,university.degree,no,yes,cellular,aug,thu,156,1,nonexistent,1.4,no
21812,44,admin.,married,basic.9y,yes,yes,cellular,aug,thu,452,6,nonexistent,1.4,yes
21813,52,technician,divorced,professional.course,yes,no,cellular,aug,thu,205,1,nonexistent,1.4,no
21814,40,technician,single,professional.course,yes,no,cellular,aug,thu,302,1,nonexistent,1.4,no
21815,34,technician,married,university.degree,yes,no,cellular,aug,thu,99,4,nonexistent,1.4,no
21816,32,technician,married,university.degree,yes,no,cellular,aug,thu,151,2,nonexistent,1.4,no
21817,30,technician,single,professional.course,yes,no,cellular,aug,thu,56,5,nonexistent,1.4,no
21818,49,admin.,married,university.degree,no,no,cellular,aug,thu,54,2,nonexistent,1.4,no
21819,30,technician,married,high.school,yes,no,cellular,aug,thu,81,5,nonexistent,1.4,no
21820,35,technician,married,university.degree,no,no,cellular,aug,thu,88,5,nonexistent,1.4,no
21821,48,admin.,divorced,university.degree,yes,no,cellular,aug,thu,122,6,nonexistent,1.4,no
21822,37,technician,married,university.degree,yes,yes,cellular,aug,thu,180,6,nonexistent,1.4,no
21823,35,admin.,married,university.degree,yes,no,cellular,aug,thu,82,4,nonexistent,1.4,no
21824,40,technician,divorced,professional.course,no,yes,cellular,aug,thu,49,22,nonexistent,1.4,no
21825,29,management,single,university.degree,yes,no,cellular,aug,thu,82,2,nonexistent,1.4,no
21826,37,admin.,single,university.degree,yes,yes,cellular,aug,thu,71,4,nonexistent,1.4,no
21827,54,management,married,university.degree,yes,yes,cellular,aug,thu,121,11,nonexistent,1.4,no
21828,30,technician,married,university.degree,no,no,cellular,aug,thu,66,2,nonexistent,1.4,no
21829,53,technician,married,professional.course,yes,no,cellular,aug,thu,70,4,nonexistent,1.4,no
21830,41,admin.,married,university.degree,no,no,cellular,aug,thu,12,13,nonexistent,1.4,no
21831,47,technician,married,university.degree,yes,no,cellular,aug,thu,13,8,nonexistent,1.4,no
21832,57,retired,divorced,university.degree,no,no,cellular,aug,thu,327,5,nonexistent,1.4,no
21833,32,technician,married,professional.course,yes,no,cellular,aug,thu,183,7,nonexistent,1.4,no
21834,46,admin.,married,high.school,yes,no,cellular,aug,thu,82,3,nonexistent,1.4,no
21835,32,unemployed,married,university.degree,no,no,cellular,aug,thu,72,2,nonexistent,1.4,no
21836,46,services,married,basic.9y,no,no,cellular,aug,thu,70,6,nonexistent,1.4,no
21837,50,housemaid,married,basic.9y,yes,no,cellular,aug,thu,20,12,nonexistent,1.4,no
21838,57,technician,married,university.degree,no,no,cellular,aug,thu,23,7,nonexistent,1.4,no
21839,30,admin.,single,university.degree,no,no,cellular,aug,thu,117,5,nonexistent,1.4,no
21840,35,admin.,married,university.degree,yes,no,cellular,aug,thu,28,10,nonexistent,1.4,no
21841,50,admin.,married,university.degree,yes,no,cellular,aug,thu,203,2,nonexistent,1.4,no
21842,53,housemaid,married,basic.4y,yes,no,telephone,aug,thu,51,7,nonexistent,1.4,no
21843,31,unemployed,married,university.degree,yes,no,cellular,aug,thu,22,4,nonexistent,1.4,no
21844,30,technician,single,university.degree,yes,no,cellular,aug,thu,31,17,nonexistent,1.4,no
21845,46,admin.,married,high.school,no,no,cellular,aug,thu,16,17,nonexistent,1.4,no
21846,42,housemaid,married,university.degree,yes,yes,cellular,aug,thu,2372,3,nonexistent,1.4,yes
21847,39,admin.,married,university.degree,yes,no,cellular,aug,thu,86,2,nonexistent,1.4,no
21848,30,management,married,university.degree,no,yes,cellular,aug,thu,308,3,nonexistent,1.4,no
21849,46,technician,divorced,professional.course,no,no,cellular,aug,thu,93,15,nonexistent,1.4,no
21850,57,management,married,university.degree,yes,no,cellular,aug,thu,203,17,nonexistent,1.4,no
21851,41,technician,divorced,professional.course,yes,no,cellular,aug,thu,68,4,nonexistent,1.4,no
21852,41,admin.,married,university.degree,yes,no,cellular,aug,thu,19,9,nonexistent,1.4,no
21853,31,admin.,single,university.degree,yes,no,cellular,aug,thu,98,8,nonexistent,1.4,no
21854,33,technician,single,university.degree,yes,no,cellular,aug,thu,9,14,nonexistent,1.4,no
21855,54,management,married,university.degree,no,no,cellular,aug,thu,11,21,nonexistent,1.4,no
21856,58,self-employed,married,basic.6y,yes,no,cellular,aug,thu,79,8,nonexistent,1.4,no
21857,47,admin.,married,high.school,no,no,cellular,aug,thu,144,8,nonexistent,1.4,no
21858,41,self-employed,married,basic.6y,yes,no,telephone,aug,thu,85,15,nonexistent,1.4,no
21859,38,admin.,married,university.degree,no,no,cellular,aug,thu,1126,3,nonexistent,1.4,yes
21860,58,retired,married,university.degree,no,no,cellular,aug,thu,17,11,nonexistent,1.4,no
21861,30,technician,single,professional.course,yes,no,cellular,aug,thu,16,12,nonexistent,1.4,no
21862,39,admin.,single,university.degree,yes,no,cellular,aug,thu,276,3,nonexistent,1.4,no
21863,31,admin.,single,university.degree,no,no,telephone,aug,thu,146,10,nonexistent,1.4,no
21864,48,admin.,single,university.degree,no,no,cellular,aug,thu,183,4,nonexistent,1.4,no
21865,58,retired,married,university.degree,no,no,cellular,aug,thu,156,5,nonexistent,1.4,no
21866,31,admin.,married,university.degree,yes,no,cellular,aug,thu,1037,4,nonexistent,1.4,no
21867,47,admin.,divorced,university.degree,yes,no,cellular,aug,thu,507,4,nonexistent,1.4,no
21868,44,admin.,married,basic.9y,yes,yes,cellular,aug,thu,18,10,nonexistent,1.4,no
21869,37,technician,single,professional.course,yes,no,cellular,aug,thu,17,8,nonexistent,1.4,no
21870,34,admin.,married,university.degree,yes,yes,telephone,aug,thu,19,10,nonexistent,1.4,no
21871,32,technician,married,university.degree,no,no,cellular,aug,thu,12,8,nonexistent,1.4,no
21872,35,admin.,married,university.degree,no,no,cellular,aug,thu,32,5,nonexistent,1.4,no
21873,42,management,married,university.degree,yes,no,cellular,aug,thu,715,4,nonexistent,1.4,no
21874,30,management,married,university.degree,no,no,cellular,aug,thu,56,4,nonexistent,1.4,no
21875,32,technician,single,university.degree,yes,yes,cellular,aug,thu,195,3,nonexistent,1.4,no
21876,50,admin.,married,high.school,yes,yes,cellular,aug,thu,95,4,nonexistent,1.4,no
21877,32,technician,single,university.degree,no,no,cellular,aug,thu,83,3,nonexistent,1.4,no
21878,32,admin.,married,university.degree,yes,no,cellular,aug,thu,66,8,nonexistent,1.4,no
21879,34,technician,married,university.degree,no,no,cellular,aug,thu,8,8,nonexistent,1.4,no
21880,50,blue-collar,married,basic.9y,yes,yes,cellular,aug,thu,46,5,nonexistent,1.4,no
21881,38,admin.,married,university.degree,no,no,cellular,aug,thu,25,11,nonexistent,1.4,no
21882,48,blue-collar,married,basic.9y,yes,yes,cellular,aug,thu,85,2,nonexistent,1.4,no
21883,39,technician,married,university.degree,yes,no,cellular,aug,thu,76,1,nonexistent,1.4,no
21884,45,management,married,university.degree,yes,no,cellular,aug,thu,26,15,nonexistent,1.4,no
21885,31,technician,single,university.degree,yes,no,cellular,aug,thu,958,5,nonexistent,1.4,no
21886,39,technician,married,university.degree,yes,no,cellular,aug,thu,88,18,nonexistent,1.4,no
21887,29,admin.,single,university.degree,yes,no,cellular,aug,thu,20,20,nonexistent,1.4,no
21888,30,admin.,single,university.degree,yes,yes,telephone,aug,thu,50,9,nonexistent,1.4,no
21889,30,admin.,married,university.degree,no,no,cellular,aug,thu,45,17,nonexistent,1.4,no
21890,35,technician,single,university.degree,yes,no,cellular,aug,thu,18,17,nonexistent,1.4,no
21891,43,technician,divorced,high.school,yes,no,cellular,aug,thu,248,1,nonexistent,1.4,no
21892,33,admin.,divorced,university.degree,no,no,cellular,aug,thu,49,1,nonexistent,1.4,no
21893,45,services,married,professional.course,yes,no,cellular,aug,thu,16,11,nonexistent,1.4,no
